"ID","RegioS","Code_1","Naam_2","SorteringNaam_3","Code_4","Naam_5","Code_6","Naam_7","Code_8","Naam_9","Code_10","Naam_11","Code_12","Naam_13","Code_14","Naam_15","Code_16","Naam_17","Code_18","Naam_19","Code_20","Naam_21","Code_22","Naam_23","Code_24","Naam_25","Code_26","Naam_27","Code_28","Naam_29","Code_30","Naam_31","Code_32","Naam_33","Code_34","Naam_35","Code_36","Naam_37","Code_38","Naam_39","Code_40","Naam_41","Code_42","Naam_43","Code_44","Omschrijving_45","Code_46","Omschrijving_47","Inwonertal_48","Omgevingsadressendichtheid_49"
282,"GM0840    ","GM0840    ","Rucphen                                           ","Rucphen                                           ","AM25      ","West-Brabant                                      ","AR11      ","Zeeland-West-Brabant                              ","CR33      ","West-Noord-Brabant                                ","CS330     ","West-Noord-Brabant                                ","CP3300    ","West-Noord-Brabant                                ","GG5206    ","GGD West-Brabant                                  ","JZ36      ","West Brabant West                                 ","KK44      ","Zuid                                              ","LB3005    ","Westelijke Zandgronden                            ","LG12      ","Zuidwest-Brabant                                  ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL411     ","West-Noord-Brabant                                ","PV30      ","Noord-Brabant                                     ","RE08      ","Zeeland - West-Brabant                            ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR13      ","West- en Midden-Brabant                           ","VR20      ","Midden- en West-Brabant                           ","ZK25      ","West-Brabant                                      ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",22345,657
283,"GM0441    ","GM0441    ","Schagen                                           ","Schagen                                           ","AM15      ","Noord-Holland Noord                               ","AR02      ","Noord-Holland                                     ","CR18      ","Kop van Noord-Holland                             ","CS180     ","Kop van Noord-Holland                             ","CP1800    ","Kop van Noord-Holland                             ","GG2707    ","GGD Hollands-Noorden                              ","JZ03      ","Kop van Noord-Holland                             ","KK41      ","Noordwest                                         ","LB2704    ","Texel en Land van Zijpe                           ","LG07      ","Westelijk Holland                                 ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL32      ","Noord-Holland                                     ","NL321     ","Kop van Noord-Holland                             ","PV27      ","Noord-Holland                                     ","RE04      ","Noord-Holland                                     ","RT11      ","Gerechtshof Amsterdam                             ","TR02      ","Noordzeebadplaatsen                               ","VR10      ","Noord-Holland-Noord                               ","ZK18      ","Noord-Holland Noord                               ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",46193,716
284,"GM0279    ","GM0279    ","Scherpenzeel                                      ","Scherpenzeel                                      ","AM38      ","FoodValley                                        ","AR03      ","Gelderland                                        ","CR13      ","Veluwe                                            ","CS130     ","Veluwe                                            ","CP1300    ","Veluwe                                            ","GG1911    ","Veiligheids- en Gezondheidsregio Gelderland-Midden","JZ21      ","Food Valley                                       ","KK43      ","Oost                                              ","LB2507    ","Westelijke Veluwe                                 ","LG05      ","Centraal Veehouderijgebied                        ","LD02      ","Oost-Nederland                                    ","NL2       ","Oost-Nederland                                    ","NL22      ","Gelderland                                        ","NL221     ","Veluwe                                            ","PV25      ","Gelderland                                        ","RE02      ","Oost-Nederland                                    ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR08      ","Veluwe en Veluwerand                              ","VR07      ","Gelderland-Midden                                 ","ZK04      ","Arnhem                                            ","2         ","5 000 tot 10 000 inwoners                         ","4         ","Weinig stedelijk         ",9704,880
285,"GM0606    ","GM0606    ","Schiedam                                          ","Schiedam                                          ","AM22      ","Rijnmond                                          ","AR08      ","Rotterdam                                         ","CR29      ","Groot-Rijnmond                                    ","CS291     ","Rijnmond                                          ","CP2910    ","Rijnmond                                          ","GG4607    ","GGD Rotterdam-Rijnmond                            ","JZ29      ","Rijnmond                                          ","KK45      ","Zuidwest                                          ","LB2802    ","Rotterdam en omgeving                             ","LG07      ","Westelijk Holland                                 ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL339     ","Groot-Rijnmond                                    ","PV28      ","Zuid-Holland                                      ","RE07      ","Rotterdam                                         ","RT13      ","Gerechtshof Den Haag                              ","TR17      ","Overig Nederland                                  ","VR17      ","Rotterdam-Rijnmond                                ","ZK33      ","Westland Schieland Delfland                       ","5         ","50 000 tot 100 000 inwoners                       ","1         ","Zeer sterk stedelijk     ",77838,3271
286,"GM0088    ","GM0088    ","Schiermonnikoog                                   ","Schiermonnikoog                                   ","AM02      ","Friesland                                         ","AR05      ","Noord-Nederland                                   ","CR04      ","Noord-Friesland                                   ","CS040     ","Noord-Friesland                                   ","CP0400    ","Noord-Friesland                                   ","GG7206    ","GGD Fryslân                                       ","JZ02      ","Friesland (Fryslân)                               ","KK42      ","Noord                                             ","LB2104    ","Eilanden                                          ","LG03      ","Noordelijk Weidegebied                            ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL12      ","Friesland (NL)                                    ","NL121     ","Noord-Friesland                                   ","PV21      ","Friesland                                         ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR01      ","Waddeneilanden                                    ","VR02      ","Fryslân                                           ","ZK08      ","Friesland                                         ","1         ","minder dan 5 000 inwoners                         ","5         ","Niet stedelijk           ",941,311
287,"GM0962    ","GM0962    ","Schinnen                                          ","Schinnen                                          ","AM30      ","Zuid-Limburg                                      ","AR09      ","Limburg                                           ","CR39      ","Zuid-Limburg                                      ","CS390     ","Zuid-Limburg                                      ","CP3900    ","Zuid-Limburg                                      ","GG6106    ","GGD Zuid-Limburg                                  ","JZ41      ","Zuid-Limburg                                      ","KK44      ","Zuid                                              ","LB3102    ","Zuid-Limburg                                      ","LG14      ","Zuid-Limburg                                      ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL42      ","Limburg (NL)                                      ","NL423     ","Zuid-Limburg                                      ","PV31      ","Limburg                                           ","RE10      ","Limburg                                           ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR15      ","Zuid-Limburg                                      ","VR24      ","Limburg-Zuid                                      ","ZK31      ","Zuid-Limburg                                      ","3         ","10 000 tot 20 000 inwoners                        ","5         ","Niet stedelijk           ",12954,475
288,"GM1676    ","GM1676    ","Schouwen-Duiveland                                ","Schouwen+Duiveland                                ","AM24      ","Zeeland                                           ","AR11      ","Zeeland-West-Brabant                              ","CR32      ","Overig Zeeland                                    ","CS320     ","Overig Zeeland                                    ","CP3200    ","Overig Zeeland                                    ","GG5006    ","GGD Zeeland                                       ","JZ38      ","Zeeland                                           ","KK45      ","Zuidwest                                          ","LB2901    ","Noordelijk Zeeland                                ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL34      ","Zeeland                                           ","NL342     ","Overig Zeeland                                    ","PV29      ","Zeeland                                           ","RE08      ","Zeeland - West-Brabant                            ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR02      ","Noordzeebadplaatsen                               ","VR19      ","Zeeland                                           ","ZK27      ","Zeeland                                           ","4         ","20 000 tot 50 000 inwoners                        ","5         ","Niet stedelijk           ",33765,477
289,"GM0965    ","GM0965    ","Simpelveld                                        ","Simpelveld                                        ","AM30      ","Zuid-Limburg                                      ","AR09      ","Limburg                                           ","CR39      ","Zuid-Limburg                                      ","CS390     ","Zuid-Limburg                                      ","CP3900    ","Zuid-Limburg                                      ","GG6106    ","GGD Zuid-Limburg                                  ","JZ41      ","Zuid-Limburg                                      ","KK44      ","Zuid                                              ","LB3102    ","Zuid-Limburg                                      ","LG14      ","Zuid-Limburg                                      ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL42      ","Limburg (NL)                                      ","NL423     ","Zuid-Limburg                                      ","PV31      ","Limburg                                           ","RE10      ","Limburg                                           ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR15      ","Zuid-Limburg                                      ","VR24      ","Limburg-Zuid                                      ","ZK31      ","Zuid-Limburg                                      ","3         ","10 000 tot 20 000 inwoners                        ","4         ","Weinig stedelijk         ",10571,666
290,"GM1702    ","GM1702    ","Sint Anthonis                                     ","Sint Anthonis                                     ","AM27      ","Noordoost-Brabant                                 ","AR10      ","Oost-Brabant                                      ","CR35      ","Noordoost-Noord-Brabant                           ","CS352     ","Overig Noordoost-Noord-Brabant                    ","CP3520    ","Overig Noordoost-Noord-Brabant                    ","GG5406    ","GGD Hart voor Brabant                             ","JZ33      ","Noordoost Brabant                                 ","KK44      ","Zuid                                              ","LB3009    ","Maaskant en Land van Cuijk                        ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL413     ","Noordoost-Noord-Brabant                           ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR14      ","O.-Brabant, N.- en M.-Limburg, Nijmegen           ","VR21      ","Brabant-Noord                                     ","ZK19      ","Noordoost-Brabant                                 ","3         ","10 000 tot 20 000 inwoners                        ","5         ","Niet stedelijk           ",11594,266
291,"GM0845    ","GM0845    ","Sint-Michielsgestel                               ","Sint+Michielsgestel                               ","AM27      ","Noordoost-Brabant                                 ","AR10      ","Oost-Brabant                                      ","CR35      ","Noordoost-Noord-Brabant                           ","CS351     ","Stadsgewest 's-Hertogenbosch                      ","CP3510    ","Stadsgewest 's-Hertogenbosch                      ","GG5406    ","GGD Hart voor Brabant                             ","JZ33      ","Noordoost Brabant                                 ","KK44      ","Zuid                                              ","LB3008    ","Midden-Noord-Brabant                              ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL413     ","Noordoost-Noord-Brabant                           ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR13      ","West- en Midden-Brabant                           ","VR21      ","Brabant-Noord                                     ","ZK19      ","Noordoost-Brabant                                 ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",28584,604
292,"GM1883    ","GM1883    ","Sittard-Geleen                                    ","Sittard+Geleen                                    ","AM30      ","Zuid-Limburg                                      ","AR09      ","Limburg                                           ","CR39      ","Zuid-Limburg                                      ","CS390     ","Zuid-Limburg                                      ","CP3900    ","Zuid-Limburg                                      ","GG6106    ","GGD Zuid-Limburg                                  ","JZ41      ","Zuid-Limburg                                      ","KK44      ","Zuid                                              ","LB3102    ","Zuid-Limburg                                      ","LG14      ","Zuid-Limburg                                      ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL42      ","Limburg (NL)                                      ","NL423     ","Zuid-Limburg                                      ","PV31      ","Limburg                                           ","RE10      ","Limburg                                           ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR15      ","Zuid-Limburg                                      ","VR24      ","Limburg-Zuid                                      ","ZK31      ","Zuid-Limburg                                      ","5         ","50 000 tot 100 000 inwoners                       ","3         ","Matig stedelijk          ",93319,1486
293,"GM0610    ","GM0610    ","Sliedrecht                                        ","Sliedrecht                                        ","AM23      ","Drechtsteden                                      ","AR08      ","Rotterdam                                         ","CR30      ","Zuidoost-Zuid-Holland                             ","CS300     ","Zuidoost-Zuid-Holland                             ","CP3001    ","Drechtsteden                                      ","GG4816    ","Dienst Gezondheid & Jeugd ZHZ                     ","JZ31      ","Zuid-Holland Zuid                                 ","KK45      ","Zuidwest                                          ","LB2807    ","Alblasserwaard en Vijfherenlanden                 ","LG09      ","Hollands/Utrechts Weidegebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL33A     ","Zuidoost-Zuid-Holland                             ","PV28      ","Zuid-Holland                                      ","RE07      ","Rotterdam                                         ","RT13      ","Gerechtshof Den Haag                              ","TR04      ","Deltagebied                                       ","VR18      ","Zuid-Holland-Zuid                                 ","ZK24      ","Waardenland                                       ","4         ","20 000 tot 50 000 inwoners                        ","2         ","Sterk stedelijk          ",25012,1649
294,"GM0040    ","GM0040    ","Slochteren                                        ","Slochteren                                        ","AM01      ","Groningen                                         ","AR05      ","Noord-Nederland                                   ","CR03      ","Overig Groningen                                  ","CS030     ","Overig Groningen                                  ","CP0300    ","Overig Groningen                                  ","GG0111    ","GGD Groningen                                     ","JZ01      ","Groningen                                         ","KK42      ","Noord                                             ","LB2003    ","Oostelijke Bouwstreek in Groningen                ","LG02      ","Veenkoloniën en Oldambt                           ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL11      ","Groningen                                         ","NL113     ","Overig Groningen                                  ","PV20      ","Groningen                                         ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR05      ","Meren in Gron., Friesl., N.W.-Overijssel          ","VR01      ","Groningen                                         ","ZK09      ","Groningen                                         ","3         ","10 000 tot 20 000 inwoners                        ","5         ","Niet stedelijk           ",14737,221
295,"GM1714    ","GM1714    ","Sluis                                             ","Sluis                                             ","AM24      ","Zeeland                                           ","AR11      ","Zeeland-West-Brabant                              ","CR31      ","Zeeuwsch-Vlaanderen                               ","CS310     ","Zeeuwsch-Vlaanderen                               ","CP3100    ","Zeeuwsch-Vlaanderen                               ","GG5006    ","GGD Zeeland                                       ","JZ38      ","Zeeland                                           ","KK45      ","Zuidwest                                          ","LB2903    ","Zeeuwsch-Vlaanderen                               ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL34      ","Zeeland                                           ","NL341     ","Zeeuwsch-Vlaanderen                               ","PV29      ","Zeeland                                           ","RE08      ","Zeeland - West-Brabant                            ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR02      ","Noordzeebadplaatsen                               ","VR19      ","Zeeland                                           ","ZK27      ","Zeeland                                           ","4         ","20 000 tot 50 000 inwoners                        ","5         ","Niet stedelijk           ",23658,420
296,"GM0090    ","GM0090    ","Smallingerland                                    ","Smallingerland                                    ","AM02      ","Friesland                                         ","AR05      ","Noord-Nederland                                   ","CR06      ","Zuidoost-Friesland                                ","CS060     ","Zuidoost-Friesland                                ","CP0600    ","Zuidoost-Friesland                                ","GG7206    ","GGD Fryslân                                       ","JZ02      ","Friesland (Fryslân)                               ","KK42      ","Noord                                             ","LB2103    ","De Wouden                                         ","LG03      ","Noordelijk Weidegebied                            ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL12      ","Friesland (NL)                                    ","NL123     ","Zuidoost-Friesland                                ","PV21      ","Friesland                                         ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR05      ","Meren in Gron., Friesl., N.W.-Overijssel          ","VR02      ","Fryslân                                           ","ZK08      ","Friesland                                         ","5         ","50 000 tot 100 000 inwoners                       ","3         ","Matig stedelijk          ",55695,1335
297,"GM0342    ","GM0342    ","Soest                                             ","Soest                                             ","AM14      ","Amersfoort                                        ","AR04      ","Midden-Nederland                                  ","CR17      ","Utrecht                                           ","CS170     ","Utrecht                                           ","CP1702    ","Stadsgewest Amersfoort                            ","GG2514    ","GGD Regio Utrecht                                 ","JZ20      ","Eemland                                           ","KK41      ","Noordwest                                         ","LB2604    ","Eemland                                           ","LG09      ","Hollands/Utrechts Weidegebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL31      ","Utrecht                                           ","NL310     ","Utrecht                                           ","PV26      ","Utrecht                                           ","RE03      ","Midden-Nederland                                  ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR07      ","Utrechtse Heuvelrug en 't Gooi                    ","VR09      ","Utrecht                                           ","ZK23      ","Utrecht                                           ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",45874,1461
298,"GM0847    ","GM0847    ","Someren                                           ","Someren                                           ","AM32      ","Helmond-De Peel                                   ","AR10      ","Oost-Brabant                                      ","CR36      ","Zuidoost-Noord-Brabant                            ","CS360     ","Zuidoost-Noord-Brabant                            ","CP3600    ","Zuidoost-Noord-Brabant                            ","GG5608    ","GGD Brabant-Zuidoost                              ","JZ39      ","Zuidoost-Brabant                                  ","KK44      ","Zuid                                              ","LB3010    ","Westelijk Peelgebied                              ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL414     ","Zuidoost-Noord-Brabant                            ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR14      ","O.-Brabant, N.- en M.-Limburg, Nijmegen           ","VR22      ","Brabant-Zuidoost                                  ","ZK30      ","Zuidoost-Brabant                                  ","3         ","10 000 tot 20 000 inwoners                        ","4         ","Weinig stedelijk         ",19036,710
299,"GM0848    ","GM0848    ","Son en Breugel                                    ","Son en Breugel                                    ","AM28      ","Zuidoost-Brabant                                  ","AR10      ","Oost-Brabant                                      ","CR36      ","Zuidoost-Noord-Brabant                            ","CS360     ","Zuidoost-Noord-Brabant                            ","CP3600    ","Zuidoost-Noord-Brabant                            ","GG5608    ","GGD Brabant-Zuidoost                              ","JZ39      ","Zuidoost-Brabant                                  ","KK44      ","Zuid                                              ","LB3010    ","Westelijk Peelgebied                              ","LG13      ","Zuidelijk Veehouderijgebied                       ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL414     ","Zuidoost-Noord-Brabant                            ","PV30      ","Noord-Brabant                                     ","RE09      ","Oost-Brabant                                      ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR13      ","West- en Midden-Brabant                           ","VR22      ","Brabant-Zuidoost                                  ","ZK30      ","Zuidoost-Brabant                                  ","3         ","10 000 tot 20 000 inwoners                        ","4         ","Weinig stedelijk         ",16626,675
300,"GM0037    ","GM0037    ","Stadskanaal                                       ","Stadskanaal                                       ","AM01      ","Groningen                                         ","AR05      ","Noord-Nederland                                   ","CR01      ","Oost-Groningen                                    ","CS010     ","Oost-Groningen                                    ","CP0100    ","Oost-Groningen                                    ","GG0111    ","GGD Groningen                                     ","JZ01      ","Groningen                                         ","KK42      ","Noord                                             ","LB2004    ","Westerwolde en Groninger Veenkoloniën             ","LG02      ","Veenkoloniën en Oldambt                           ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL11      ","Groningen                                         ","NL111     ","Oost-Groningen                                    ","PV20      ","Groningen                                         ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR17      ","Overig Nederland                                  ","VR01      ","Groningen                                         ","ZK09      ","Groningen                                         ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",32252,839
301,"GM0180    ","GM0180    ","Staphorst                                         ","Staphorst                                         ","AM36      ","Regio Zwolle                                      ","AR06      ","Overijssel                                        ","CR10      ","Noord-Overijssel                                  ","CS100     ","Noord-Overijssel                                  ","CP1000    ","Noord-Overijssel                                  ","GG1009    ","GGD IJsselland                                    ","JZ07      ","IJsselland                                        ","KK43      ","Oost                                              ","LB2301    ","Weidegebied in Overijssel                         ","LG03      ","Noordelijk Weidegebied                            ","LD02      ","Oost-Nederland                                    ","NL2       ","Oost-Nederland                                    ","NL21      ","Overijssel                                        ","NL211     ","Noord-Overijssel                                  ","PV23      ","Overijssel                                        ","RE02      ","Oost-Nederland                                    ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR11      ","Twente, Salland en Vechtstreek                    ","VR04      ","IJsselland                                        ","ZK32      ","Zwolle                                            ","3         ","10 000 tot 20 000 inwoners                        ","5         ","Niet stedelijk           ",16691,353
302,"GM0532    ","GM0532    ","Stede Broec                                       ","Stede Broec                                       ","AM15      ","Noord-Holland Noord                               ","AR02      ","Noord-Holland                                     ","CR18      ","Kop van Noord-Holland                             ","CS180     ","Kop van Noord-Holland                             ","CP1800    ","Kop van Noord-Holland                             ","GG2707    ","GGD Hollands-Noorden                              ","JZ05      ","West Friesland                                    ","KK41      ","Noordwest                                         ","LB2705    ","West-Friesland en omgeving                        ","LG07      ","Westelijk Holland                                 ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL32      ","Noord-Holland                                     ","NL321     ","Kop van Noord-Holland                             ","PV27      ","Noord-Holland                                     ","RE04      ","Noord-Holland                                     ","RT11      ","Gerechtshof Amsterdam                             ","TR03      ","IJsselmeerkust                                    ","VR10      ","Noord-Holland-Noord                               ","ZK18      ","Noord-Holland Noord                               ","4         ","20 000 tot 50 000 inwoners                        ","3         ","Matig stedelijk          ",21552,1116
303,"GM0851    ","GM0851    ","Steenbergen                                       ","Steenbergen                                       ","AM25      ","West-Brabant                                      ","AR11      ","Zeeland-West-Brabant                              ","CR33      ","West-Noord-Brabant                                ","CS330     ","West-Noord-Brabant                                ","CP3300    ","West-Noord-Brabant                                ","GG5206    ","GGD West-Brabant                                  ","JZ36      ","West Brabant West                                 ","KK44      ","Zuid                                              ","LB3001    ","Noordwesthoek                                     ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL41      ","Noord-Brabant                                     ","NL411     ","West-Noord-Brabant                                ","PV30      ","Noord-Brabant                                     ","RE08      ","Zeeland - West-Brabant                            ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR04      ","Deltagebied                                       ","VR20      ","Midden- en West-Brabant                           ","ZK25      ","West-Brabant                                      ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",23970,704
304,"GM1708    ","GM1708    ","Steenwijkerland                                   ","Steenwijkerland                                   ","AM36      ","Regio Zwolle                                      ","AR06      ","Overijssel                                        ","CR10      ","Noord-Overijssel                                  ","CS100     ","Noord-Overijssel                                  ","CP1000    ","Noord-Overijssel                                  ","GG1009    ","GGD IJsselland                                    ","JZ07      ","IJsselland                                        ","KK43      ","Oost                                              ","LB2301    ","Weidegebied in Overijssel                         ","LG03      ","Noordelijk Weidegebied                            ","LD02      ","Oost-Nederland                                    ","NL2       ","Oost-Nederland                                    ","NL21      ","Overijssel                                        ","NL211     ","Noord-Overijssel                                  ","PV23      ","Overijssel                                        ","RE02      ","Oost-Nederland                                    ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR05      ","Meren in Gron., Friesl., N.W.-Overijssel          ","VR04      ","IJsselland                                        ","ZK32      ","Zwolle                                            ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",43448,592
305,"GM0971    ","GM0971    ","Stein                                             ","Stein                                             ","AM30      ","Zuid-Limburg                                      ","AR09      ","Limburg                                           ","CR39      ","Zuid-Limburg                                      ","CS390     ","Zuid-Limburg                                      ","CP3900    ","Zuid-Limburg                                      ","GG6106    ","GGD Zuid-Limburg                                  ","JZ41      ","Zuid-Limburg                                      ","KK44      ","Zuid                                              ","LB3102    ","Zuid-Limburg                                      ","LG14      ","Zuid-Limburg                                      ","LD04      ","Zuid-Nederland                                    ","NL4       ","Zuid-Nederland                                    ","NL42      ","Limburg (NL)                                      ","NL423     ","Zuid-Limburg                                      ","PV31      ","Limburg                                           ","RE10      ","Limburg                                           ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR15      ","Zuid-Limburg                                      ","VR24      ","Limburg-Zuid                                      ","ZK31      ","Zuid-Limburg                                      ","4         ","20 000 tot 50 000 inwoners                        ","4         ","Weinig stedelijk         ",25059,892
306,"GM1904    ","GM1904    ","Stichtse Vecht                                    ","Stichtse Vecht                                    ","AM13      ","Midden-Utrecht                                    ","AR04      ","Midden-Nederland                                  ","CR17      ","Utrecht                                           ","CS170     ","Utrecht                                           ","CP1703    ","Stadsgewest Utrecht                               ","GG2514    ","GGD Regio Utrecht                                 ","JZ19      ","Utrecht West                                      ","KK41      ","Noordwest                                         ","LB2602    ","Westelijk Weidegebied in Utrecht                  ","LG09      ","Hollands/Utrechts Weidegebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL31      ","Utrecht                                           ","NL310     ","Utrecht                                           ","PV26      ","Utrecht                                           ","RE03      ","Midden-Nederland                                  ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR06      ","Hollands-Utrechtse meren                          ","VR09      ","Utrecht                                           ","ZK23      ","Utrecht                                           ","5         ","50 000 tot 100 000 inwoners                       ","3         ","Matig stedelijk          ",64450,1168
307,"GM0617    ","GM0617    ","Strijen                                           ","Strijen                                           ","AM22      ","Rijnmond                                          ","AR08      ","Rotterdam                                         ","CR29      ","Groot-Rijnmond                                    ","CS292     ","Overig Groot-Rijnmond                             ","CP2920    ","Overig Groot-Rijnmond                             ","GG4816    ","Dienst Gezondheid & Jeugd ZHZ                     ","JZ31      ","Zuid-Holland Zuid                                 ","KK45      ","Zuidwest                                          ","LB2801    ","Voorne-Putten en Hoeksche Waard                   ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL33      ","Zuid-Holland                                      ","NL339     ","Groot-Rijnmond                                    ","PV28      ","Zuid-Holland                                      ","RE07      ","Rotterdam                                         ","RT13      ","Gerechtshof Den Haag                              ","TR04      ","Deltagebied                                       ","VR18      ","Zuid-Holland-Zuid                                 ","ZK29      ","Zuid-Hollandse Eilanden                           ","2         ","5 000 tot 10 000 inwoners                         ","4         ","Weinig stedelijk         ",8785,612
308,"GM1900    ","GM1900    ","Súdwest-Fryslân                                   ","Sudwest-Fryslan                                   ","AM02      ","Friesland                                         ","AR05      ","Noord-Nederland                                   ","CR05      ","Zuidwest-Friesland                                ","CS050     ","Zuidwest-Friesland                                ","CP0500    ","Zuidwest-Friesland                                ","GG7206    ","GGD Fryslân                                       ","JZ02      ","Friesland (Fryslân)                               ","KK42      ","Noord                                             ","LB2102    ","Weidestreek in Friesland                          ","LG03      ","Noordelijk Weidegebied                            ","LD01      ","Noord-Nederland                                   ","NL1       ","Noord-Nederland                                   ","NL12      ","Friesland (NL)                                    ","NL122     ","Zuidwest-Friesland                                ","PV21      ","Friesland                                         ","RE01      ","Noord-Nederland                                   ","RT12      ","Gerechtshof Arnhem-Leeuwarden                     ","TR03      ","IJsselmeerkust                                    ","VR02      ","Fryslân                                           ","ZK08      ","Friesland                                         ","5         ","50 000 tot 100 000 inwoners                       ","4         ","Weinig stedelijk         ",84158,862
309,"GM0715    ","GM0715    ","Terneuzen                                         ","Terneuzen                                         ","AM24      ","Zeeland                                           ","AR11      ","Zeeland-West-Brabant                              ","CR31      ","Zeeuwsch-Vlaanderen                               ","CS310     ","Zeeuwsch-Vlaanderen                               ","CP3100    ","Zeeuwsch-Vlaanderen                               ","GG5006    ","GGD Zeeland                                       ","JZ38      ","Zeeland                                           ","KK45      ","Zuidwest                                          ","LB2903    ","Zeeuwsch-Vlaanderen                               ","LG11      ","Zuidwestelijk Akkerbouwgebied                     ","LD03      ","West-Nederland                                    ","NL3       ","West-Nederland                                    ","NL34      ","Zeeland                                           ","NL341     ","Zeeuwsch-Vlaanderen                               ","PV29      ","Zeeland                                           ","RE08      ","Zeeland - West-Brabant                            ","RT14      ","Gerechtshof 's-Hertogenbosch                      ","TR04      ","Deltagebied                                       ","VR19      ","Zeeland                                           ","ZK27      ","Zeeland                                           ","5         ","50 000 tot 100 000 inwoners                       ","4         ","Weinig stedelijk         ",54588,860
